Nome do equipamento,Funcionário atribuído,Número de série,Categoria de equipamento,Custo,Modelo
Teclado (Em Uso),,3U94SGFDK0Q0,Teclado,80.43,Microsoft Wired 600
Teclado (No Estoque),,9JRNAMZ6146V,Teclado,80.43,Microsoft Wired 600
Teclado (Em Uso),,EY0A94XFRI09,Teclado,80.43,Microsoft Wired 600
Teclado (Em Uso),,M0G8W85Y6Q8S,Teclado,80.43,Microsoft Wired 600
Teclado (No Estoque),,JY5OP9LBSMWP,Teclado,80.43,Microsoft Wired 600
Teclado (No Estoque),,Q82K8RYQF8WX,Teclado,80.43,Microsoft Wired 600
Teclado (Em Uso),,KK2ABKVBLPXA,Teclado,80.43,Microsoft Wired 600
Teclado (No Estoque),,JMK4X1FDJ9HV,Teclado,80.43,Microsoft Wired 600
Teclado (No Estoque),,CHRM3WP8DJKL,Teclado,80.43,Microsoft Wired 600
Teclado (No Estoque),,UYLUYHETKDUW,Teclado,80.43,Microsoft Wired 600
Teclado (No Estoque),,TN5PEPL7ZQPP,Teclado,80.43,Microsoft Wired 600
Teclado (Em Uso),,OAU8P1WKISET,Teclado,80.43,Microsoft Wired 600
Teclado (No Estoque),,UK1OOA35QBB3,Teclado,80.43,Microsoft Wired 600
Teclado (Em Uso),,XMDKRLC0Y0BH,Teclado,80.43,Microsoft Wired 600
Teclado (Em Uso),,F0RIY4KL9ARY,Teclado,80.43,Microsoft Wired 600
Teclado (Em Uso),,EAVEDHR3PCEO,Teclado,80.43,Microsoft Wired 600
Teclado (Em Uso),,934T3Y4WPWG3,Teclado,80.43,Microsoft Wired 600
Teclado (Em Uso),,XG0TRKY8RYOZD,Teclado,80.43,Microsoft Wired 600
Teclado (Em Uso),,PPBQUAKX6WB6,Teclado,80.43,Microsoft Wired 600
Teclado (Em Uso),,8Q0J9M4SMZOC,Teclado,80.43,Microsoft Wired 600
Teclado (No Estoque),,XMZMZ2K1KO6X,Teclado,80.43,Microsoft Wired 600
Teclado (Em Uso),,NQXU71SEL8MW,Teclado,80.43,Microsoft Wired 600
Teclado (Em Uso),,OB4FDD7R1930,Teclado,80.43,Microsoft Wired 600
Teclado (No Estoque),,I6G61PCWE4C1,Teclado,80.43,Microsoft Wired 600
Teclado (No Estoque),,V47LZN9UHJPK,Teclado,80.43,Microsoft Wired 600
Teclado (No Estoque),,HF33GUWYH36M,Teclado,80.43,Microsoft Wired 600
Teclado (No Estoque),,OTCG06XR3URM,Teclado,80.43,Microsoft Wired 600
Teclado (Em Uso),,WUECPNCC2KEI,Teclado,80.43,Microsoft Wired 600
Teclado (Em Uso),,VLI77JZC58CU,Teclado,80.43,Microsoft Wired 600
Teclado (Em Uso),,47SOCZDQ7JBM,Teclado,80.43,Microsoft Wired 600
Teclado (Em Uso),,JM1FT07X5IC8,Teclado,80.43,Microsoft Wired 600
Teclado (Em Uso),,6Z1B98VWCT8J,Teclado,80.43,Microsoft Wired 600
Teclado (Em Uso),,BBSXPK48AB1,Teclado,80.43,Microsoft Wired 600
Teclado (Em Uso),,3T4Y0TB1ZPPE,Teclado,80.43,Microsoft Wired 600
Teclado (No Estoque),,P69NGPCIVI05,Teclado,80.43,Microsoft Wired 600
Teclado (No Estoque),,2U9AZ3CEGBMX,Teclado,80.43,Microsoft Wired 600
Teclado (Em Uso),,IKVRECJTR0M6,Teclado,80.43,Microsoft Wired 600
Teclado (No Estoque),,HZ72KXSJZSB6,Teclado,80.43,Microsoft Wired 600
Teclado (Em Uso),,ZWKHE9I0HN3F,Teclado,80.43,Microsoft Wired 600
Teclado (Em Uso),,9ZXQERBKN3DK,Teclado,80.43,Microsoft Wired 600
Teclado (Em Uso),,VR5NBHGPBKTM,Teclado,80.43,Microsoft Wired 600
Teclado (No Estoque),,AV6763V1M3PP,Teclado,80.43,Microsoft Wired 600
Teclado (Em Uso),,00CDNZY47QUU,Teclado,80.43,Microsoft Wired 600
Teclado (Em Uso),,SFN07EA28DIT,Teclado,80.43,Microsoft Wired 600
Teclado (Em Uso),,MOWNX23VEULJ,Teclado,80.43,Microsoft Wired 600
Teclado (Em Uso),,GQPQ8R4HC7JV,Teclado,80.43,Microsoft Wired 600
Teclado (Em Uso),,LCG1J5EWFWB,Teclado,80.43,Microsoft Wired 600
Mouse (Em Uso),,EBY4UBZCZJJY,Mouse,53.75,HP X500
Mouse (Em Uso),,4MZVMCPSILN3,Mouse,53.75,HP X500
Mouse (Em Uso),,OX5FL2MOXQ9W,Mouse,53.75,HP X500
Mouse (Em Uso),,FB76AV3S2SUM,Mouse,53.75,HP X500
Mouse (Em Uso),,H3B0N9CC7ISU,Mouse,53.75,HP X500
Mouse (Em Uso),,TP04SBRSPJ4K,Mouse,53.75,HP X500
Mouse (Em Uso),,II1NQ0EI05NM,Mouse,53.75,HP X500
Mouse (Em Uso),,S6XVQPU3ET1O,Mouse,53.75,HP X500
Mouse (Em Uso),,VEJKLCP9UW16,Mouse,53.75,HP X500
Mouse (Em Uso),,5AEJT70EBPY9,Mouse,53.75,HP X500
Mouse (Em Uso),,E576MOUZE66V,Mouse,53.75,HP X500
Mouse (Em Uso),,W9B0MQOQ4KRE,Mouse,53.75,HP X500
Mouse (Em Uso),,G167D6VNXNPS,Mouse,53.75,HP X500
Mouse (Em Uso),,V8DKMU6U4PLL,Mouse,53.75,HP X500
Mouse (Em Uso),,GF309HSUWDKE,Mouse,53.75,HP X500
Mouse (Em Uso),,JP5K7917XFH4,Mouse,53.75,HP X500
Mouse (Em Uso),,1A68T2A3AH7U,Mouse,53.75,HP X500
Mouse (Em Uso),,0S3KDZ4PPJ59,Mouse,53.75,HP X500
Mouse (Em Uso),,0EMC20LSJWS1,Mouse,53.75,HP X500
Mouse (No Estoque),,ZL7P72L4X5BW,Mouse,53.75,HP X500
Mouse (Em Uso),,AEN7YJF30KH5,Mouse,53.75,HP X500
Mouse (Em Uso),,840ACUHGPJNV,Mouse,53.75,HP X500
Mouse (Em Uso),,WRXGKIKR2OMR,Mouse,53.75,HP X500
Mouse (Em Uso),,DE51K8LXEQLE,Mouse,53.75,HP X500
Mouse (Em Uso),,ZZ1R2ROIKS62,Mouse,53.75,HP X500
Mouse (Em Uso),,C1JLOPO6J0M3,Mouse,53.75,HP X500
Mouse (Em Uso),,LOUFHW8WLVA0,Mouse,53.75,HP X500
Mouse (Em Uso),,2DZ61TXSNHFT,Mouse,53.75,HP X500
Mouse (Em Uso),,4I26LH07BA7D,Mouse,53.75,HP X500
Mouse (Em Uso),,ORFKI1IJE2XE,Mouse,53.75,HP X500
Mouse (No Estoque),,0JDCZ1OA3VF0,Mouse,53.75,HP X500
Mouse (Em Uso),,2GVLLSAJHJXQ,Mouse,53.75,HP X500
Mouse (Em Uso),,KD8UR6TIARON,Mouse,53.75,HP X500
Mouse (Em Uso),,TDI9OINUXL39,Mouse,53.75,HP X500
Mouse (Em Uso),,DG5RIFWR0UI1,Mouse,53.75,HP X500
Mouse (Em Uso),,JLMFLUOAY12T,Mouse,53.75,HP X500
Mouse (Em Uso),,LXLZS49CDZN1,Mouse,53.75,HP X500
Mouse (Em Uso),,F0FP8BPG2R0T,Mouse,53.75,HP X500
Mouse (Em Uso),,OKPK7YSWNXFS,Mouse,53.75,HP X500
Mouse (Em Uso),,HWZSJQ77Z4ES,Mouse,53.75,HP X500
Mouse (Em Uso),,3AOFC9LGYTLC,Mouse,53.75,HP X500
Mouse (Em Uso),,QFMUIW7J35VL,Mouse,53.75,HP X500
Mouse (Em Uso),,WOJTXCF0KJD2,Mouse,53.75,HP X500
Mouse (Em Uso),,V1L1VJ35YRG,Mouse,53.75,HP X500
Mouse (Em Uso),,29D2FF5L6BSP,Mouse,53.75,HP X500
Mouse (Em Uso),,XLSEUNNRLST5,Mouse,53.75,HP X500
Mouse (No Estoque),,4884Z4UR2YUP,Mouse,53.75,HP X500
Mouse (Em Uso),,MANQY0HU97NG,Mouse,53.75,HP X500
Mouse (Em Uso),,0APSALDNJ7VB,Mouse,53.75,HP X500
Mouse (Em Uso),,JRBZJW83579W,Mouse,53.75,HP X500
Mouse (Em Uso),,RR513BB6F05E,Mouse,53.75,HP X500
Mouse (Em Uso),,P4CWCDT9GWA4,Mouse,53.75,HP X500
Mouse (Em Uso),,4LZ6V7S7O4YC,Mouse,53.75,HP X500
Mouse (Em Uso),,3S0DPJHSG04A,Mouse,53.75,HP X500
Mouse (Em Uso),,JMMUZUQED0GV,Mouse,53.75,HP X500
Mouse (Em Uso),,812HNC0I4X6G,Mouse,53.75,HP X500
Mouse (Em Uso),,1EBZGFLIG5GK,Mouse,53.75,HP X500
Mouse (Em Uso),,ZJRUMXQW3B4N,Mouse,53.75,HP X500
Mouse (Em Uso),,THZM32HZS32D,Mouse,53.75,HP X500
Mouse (No Estoque),,1JQBEXGFVNNV,Mouse,53.75,HP X500
Mouse (Em Uso),,BZW5APMXD6LQ,Mouse,53.75,HP X500
Mouse (Em Uso),,GA3QUPO4JNMY,Mouse,53.75,HP X500
Mouse (Em Uso),,K8516SP18OBS,Mouse,53.75,HP X500
Mouse (Em Uso),,7587H91EL88L,Mouse,53.75,HP X500
Mouse (Em Uso),,12QFAF5KCIHD,Mouse,53.75,HP X500
Mouse (Em Uso),,IY4NRMQYZ6Y3,Mouse,53.75,HP X500
Mouse (Em Uso),,Z1DE1E1630PO,Mouse,53.75,HP X500
Mouse (Em Uso),,CR0VHV1NM3V1,Mouse,53.75,HP X500
Mouse (Em Uso),,6XEGHPMXPKN3,Mouse,53.75,HP X500
Mouse (Em Uso),,B8PFY4QCYD52,Mouse,53.75,HP X500
Mouse (Em Uso),,ALUNQR8O1KJW,Mouse,53.75,HP X500
Mouse (Em Uso),,V2QNRMTN29TN,Mouse,53.75,HP X500
Mouse (Em Uso),,YFM7VH30QBKE,Mouse,53.75,HP X500
Mouse (Em Uso),,RN6YJMK3TGMA,Mouse,53.75,HP X500
Mouse (Em Uso),,LWVMB0IDD0WP,Mouse,53.75,HP X500
Mouse (Em Uso),,J8YI340SQCNF,Mouse,53.75,HP X500
Mouse (Em Uso),,9W5N9C70PA8J,Mouse,53.75,HP X500
Mouse (Em Uso),,X54PEGJKS4I2,Mouse,53.75,HP X500
Mouse (Em Uso),,NR1P02JYV6YJ,Mouse,53.75,HP X500
Mouse (No Estoque),,OAOEJV9LHALC,Mouse,53.75,HP X500
Mouse (Em Uso),,KZ3VWLO7AMMP,Mouse,53.75,HP X500
Mouse (Em Uso),,Q0HZYJB48WUM,Mouse,53.75,HP X500
Mouse (Em Uso),,H9NKLYBWGMP9,Mouse,53.75,HP X500
Mouse (No Estoque),,A9URI7EV4DH9,Mouse,53.75,HP X500
Mouse (Em Uso),,UGF10OO1PVLN,Mouse,53.75,HP X500
Mouse (Em Uso),,D581LTO4RQ3Q,Mouse,53.75,HP X500
Mouse (Em Uso),,7GKTMQG6NX9O,Mouse,53.75,HP X500
Mouse (Em Uso),,WWEW9V08LIUQ,Mouse,53.75,HP X500
Mouse (Em Uso),,DN05XT54FN5G,Mouse,53.75,HP X500
Mouse (No Estoque),,77LK6HQI,Mouse,53.75,HP X500
Mouse (No Estoque),,V929SEVL,Mouse,53.75,HP X500
Mouse (No Estoque),,7FQ8ABY5,Mouse,53.75,HP X500
Mouse (No Estoque),,95CPJZE1,Mouse,53.75,HP X500
Mouse (No Estoque),,XTAR0KO3,Mouse,53.75,HP X500
Mouse (No Estoque),,1NZSXPEF,Mouse,53.75,HP X500
Mouse (No Estoque),,J31EGOM6,Mouse,53.75,HP X500
Mouse (No Estoque),,2HDXC6RI,Mouse,53.75,HP X500
Mouse (No Estoque),,JKQ2ZUV1,Mouse,53.75,HP X500
Mouse (No Estoque),,FKHNNK8F,Mouse,53.75,HP X500
Mouse (No Estoque),,WRPK0ZFK,Mouse,53.75,HP X500
Mouse (No Estoque),,NWBHKVJZ,Mouse,53.75,HP X500
Mouse (No Estoque),,09OWGMF4,Mouse,53.75,HP X500
Mouse (No Estoque),,LN5RGSG6,Mouse,53.75,HP X500
Mouse (No Estoque),,A8MLIK22,Mouse,53.75,HP X500
Mouse (No Estoque),,XMQ66442,Mouse,53.75,HP X500
Mouse (No Estoque),,SIHXODLC,Mouse,53.75,HP X500
Mouse (No Estoque),,TT058CUI,Mouse,53.75,HP X500
Mouse (No Estoque),,J0YXIYQB,Mouse,53.75,HP X500
Mouse (No Estoque),,VTDG3C6S,Mouse,53.75,HP X500
Mouse (No Estoque),,CIVUQT2L,Mouse,53.75,HP X500
Mouse (No Estoque),,WHEDHTHR,Mouse,53.75,HP X500
Mouse (No Estoque),,UU5E51H3,Mouse,53.75,HP X500
Mouse (No Estoque),,WQA1VRGS,Mouse,53.75,HP X500
Mouse (No Estoque),,S8K5IJUL,Mouse,53.75,HP X500
Mouse (No Estoque),,P98RL9QF,Mouse,53.75,HP X500
Mouse (No Estoque),,CPK7PWTG,Mouse,53.75,HP X500
Mouse (No Estoque),,21HSLTDK,Mouse,53.75,HP X500
Mouse (No Estoque),,VUFF124V,Mouse,53.75,HP X500
Mouse (No Estoque),,F89X22J7,Mouse,53.75,HP X500
Mouse (No Estoque),,Q4KFMM0Q,Mouse,53.75,HP X500
Mouse (No Estoque),,POP1O8M2,Mouse,53.75,HP X500
Mouse (No Estoque),,91AZHZKN,Mouse,53.75,HP X500
Mouse (No Estoque),,L2LUHHS4,Mouse,53.75,HP X500
Mouse (No Estoque),,DILRZQ8B,Mouse,53.75,HP X500
Mouse (No Estoque),,XY6RKVND,Mouse,53.75,HP X500
Mouse (No Estoque),,XJN7DE0L,Mouse,53.75,HP X500
Mouse (No Estoque),,1OFFKHDI,Mouse,53.75,HP X500
Mouse (No Estoque),,U1JTKA1C,Mouse,53.75,HP X500
Mouse (No Estoque),,2ZL46Q5G,Mouse,53.75,HP X500
Mouse (No Estoque),,QQLYZJ0A,Mouse,53.75,HP X500
Mouse (No Estoque),,EOORBT6S,Mouse,53.75,HP X500
Teclado,,APBS22RUW0U9,Teclado,149.88,Microsoft Wireless Desktop 900
Mouse,,2T24D7V911PJ,Mouse,99.88,HP Z3700 Mouse Sem Fio
Eletrodomésticos,,Q50XCXMSY3PAU,Eletrodomésticos,"2,916.50","Samsung UN50TU8000 50"" 4K UHD"
Eletrodomésticos,,A3AIPJIYLQX1,Eletrodomésticos,"1,294.26","Sony KD-32W800 32"" HD Ready"
Eletrodomésticos,,UM55F1HGAV42T8L,Eletrodomésticos,"1,245.69","TCL 32S330 32"" HD LED"
Eletrodomésticos,,LIHKPJ7HME6P4NP,Eletrodomésticos,"1,245.69","TCL 32S330 32"" HD LED"
Eletrodomésticos,,00NQOHN3DG60,Eletrodomésticos,"3,873.75","Samsung UN60TU8000 60"" 4K UHD"
Eletrodomésticos,,E1ERV0LG92MJ,Eletrodomésticos,"4,248.75","Samsung UN60TU8000 60"" 4K UHD"
Internet e Outros Equipamentos,,EQA2O4M84P4K9DXO,Internet e Outros Equipamentos,"2,644.38",Sony SRS-XB43 Bluetooth Speaker
Internet e Outros Equipamentos,,Q8JXLFIUEFZ1C25X,Internet e Outros Equipamentos,"2,627.76",Harman Kardon Onyx Studio 7
Eletrodomésticos,,,Eletrodomésticos,848.75,Panasonic NN-ST65 32L Micro-ondas
Eletrodomésticos,,,Eletrodomésticos,848.75,Panasonic NN-ST65 32L Micro-ondas
Eletrodomésticos,,,Eletrodomésticos,848.75,Panasonic NN-ST65 32L Micro-ondas
Eletrodomésticos,,,Eletrodomésticos,848.75,Panasonic NN-ST65 32L Micro-ondas
Eletrodomésticos,,NOFG7803G5,Eletrodomésticos,"3,560.40",Electrolux BFX50 Frost Free 427L
Eletrodomésticos,,DFRLW6JL2L,Eletrodomésticos,"3,560.40",Electrolux BFX50 Frost Free 427L
Eletrodomésticos,,,Eletrodomésticos,"1,155.00",Philco PCF46 Cafeteira 6L
Eletrodomésticos,,,Eletrodomésticos,"1,155.00",Philco PCF46 Cafeteira 6L
Eletrodomésticos,,,Eletrodomésticos,"1,870.00",Consul CPC31AB Bebedouro
Eletrodomésticos,,,Eletrodomésticos,"1,870.00",Consul CPC31AB Bebedouro
Eletrodomésticos,,5B56BNVSFA6D,Eletrodomésticos,"1,294.26","Sony KD-32W800 32"" HD Ready"
Eletrodomésticos,,9ER94TEVWLQ6,Eletrodomésticos,"1,294.26","Sony KD-32W800 32"" HD Ready"
Eletrodomésticos,,EXNWZR04H,Eletrodomésticos,36.06,Suporte Papel Higiênico Inox 304
Eletrodomésticos,,HE7ICDO5D,Eletrodomésticos,36.06,Suporte Papel Higiênico Inox 304
Eletrodomésticos,,IGXL9YSU5,Eletrodomésticos,36.06,Suporte Papel Higiênico Inox 304
Eletrodomésticos,,1EPXU7B6N,Eletrodomésticos,36.06,Suporte Papel Higiênico Inox 304
Eletrodomésticos,,BHGFB2FLU,Eletrodomésticos,36.06,Suporte Papel Higiênico Inox 304
Eletrodomésticos,,RMW3UQHWT,Eletrodomésticos,36.06,Suporte Papel Higiênico Inox 304
Eletrodomésticos,,EK17M6J3R,Eletrodomésticos,205.09,
Eletrodomésticos,,TXYMSCNX8,Eletrodomésticos,205.09,
Eletrodomésticos,,EIQETK5LP,Eletrodomésticos,205.09,
Eletrodomésticos,,9C5SO79H4,Eletrodomésticos,205.09,
Eletrodomésticos,,HA0MVF4S2,Eletrodomésticos,205.09,
Eletrodomésticos,,NI8TNDFWW,Eletrodomésticos,205.09,
Eletrodomésticos,,41F7V4K88,Eletrodomésticos,205.09,
Eletrodomésticos,,K686QE7AJ,Eletrodomésticos,205.09,
Eletrodomésticos,,UL7W8COF3,Eletrodomésticos,205.09,
Eletrodomésticos,,138I2XOG4,Eletrodomésticos,205.09,
Eletrodomésticos,,C8J6E07FP,Eletrodomésticos,55.71,Dispenser Sabonete 800ml Inox
Eletrodomésticos,,Y1AELDWQX,Eletrodomésticos,55.71,Dispenser Sabonete 800ml Inox
Eletrodomésticos,,KE0QC96MJ,Eletrodomésticos,55.71,Dispenser Sabonete 800ml Inox
Eletrodomésticos,,9N6EQV5Y2,Eletrodomésticos,55.71,Dispenser Sabonete 800ml Inox
Eletrodomésticos,,1ID9VVN5X,Eletrodomésticos,55.71,Dispenser Sabonete 800ml Inox
Eletrodomésticos,,48PW5K0JJ,Eletrodomésticos,55.71,Dispenser Sabonete 800ml Inox
Monitor,,SP49CD3IRVXD2ZU,Monitor,631.94,"AOC 24B2XH 23.8"" Full HD IPS 75Hz"
Monitor,,,Monitor,631.94,"AOC 24B2XH 23.8"" Full HD IPS 75Hz"
Monitor,,4NS7NVV28UE1MY6,Monitor,631.94,"AOC 24B2XH 23.8"" Full HD IPS 75Hz"
Monitor,,PO0M24US73W1YAU,Monitor,631.94,"AOC 24B2XH 23.8"" Full HD IPS 75Hz"
Monitor,,A8D7204J3M9IQBQ,Monitor,631.94,"AOC 24B2XH 23.8"" Full HD IPS 75Hz"
Monitor,,,Monitor,655.36,"AOC 24B2XH 23.8"" Full HD IPS 75Hz"
Monitor,,9J2H1TLOM344MW0,Monitor,631.94,"AOC 24B2XH 23.8"" Full HD IPS 75Hz"
Monitor,,,Monitor,655.36,"AOC 24B2XH 23.8"" Full HD IPS 75Hz"
Eletrodomésticos,,4I3DZXLRGNJZM3,Eletrodomésticos,"1,439.25","LG 58UP7550PSF 58"" 4K UHD"
Teclado (Em Uso),,618LEU6ZU1TO,Teclado,80.43,Microsoft Wired 600
Eletrodomésticos,,ZHDV5OJZTO7D83,Eletrodomésticos,"1,439.25","LG 58UP7550PSF 58"" 4K UHD"
Eletrodomésticos,,5KUC9PBTYJR3,Eletrodomésticos,"1,259.35","TCL 43P635 43"" 4K"
Eletrodomésticos,,9IIXHAIAW4OT,Eletrodomésticos,"1,259.35","TCL 43P635 43"" 4K"
Eletrodomésticos,,UO4UW590Z92J,Eletrodomésticos,"1,259.35","TCL 43P635 43"" 4K"
Eletrodomésticos,,N67LM8E49ITE92S,Eletrodomésticos,"1,259.35","Samsung UN43T5300 43"" FHD Smart TV"
Eletrodomésticos,,RL3VZZXT9QUB,Eletrodomésticos,"1,151.40","TCL 43P635 43"" 4K"
Eletrodomésticos,,WRP8GUUCM5FYCZU,Eletrodomésticos,"1,439.25","LG 55NANO75 55"" 4K NanoCell"
Eletrodomésticos,,80ZRZ79HQTYLU58,Eletrodomésticos,"1,439.25","LG 55NANO75 55"" 4K NanoCell"
Eletrodomésticos,,FTYLAVZME9WT00I,Eletrodomésticos,"1,439.25","LG 55NANO75 55"" 4K NanoCell"
Eletrodomésticos,,V1GGXRED8U8NOZE,Eletrodomésticos,"1,439.25","LG 55NANO75 55"" 4K NanoCell"
Eletrodomésticos,,MDMZ5RGOI9WM1SA,Eletrodomésticos,"1,439.25","TCL 65P735 65"" 4K QLED"
Internet e Outros Equipamentos,,V9CNG8TANA6U,Internet e Outros Equipamentos,412.50,Chromecast com Google TV HD
Teclado (No Estoque),,48GWGHM56VU6,Teclado,80.43,Microsoft Wired 600
Internet e Outros Equipamentos,,Z5GF3BBT873LK,Internet e Outros Equipamentos,"1,499.65",Cisco SG110-16 Switch 16p
Internet e Outros Equipamentos,,MGS6RV9777TNQ,Internet e Outros Equipamentos,"1,499.65",Cisco SG110-16 Switch 16p
Internet e Outros Equipamentos,,ETMNI3GOM6736,Internet e Outros Equipamentos,"1,499.65",Cisco SG110-16 Switch 16p
Internet e Outros Equipamentos,,Z4DSXLSUTOTHL,Internet e Outros Equipamentos,112.50,Netgear GS305 Switch 5p
Internet e Outros Equipamentos,,QH7PPCADUVL9,Internet e Outros Equipamentos,700.00,Netgear GS324 Switch 24p
Internet e Outros Equipamentos,,11ZSB8LV6TX0T,Internet e Outros Equipamentos,700.00,Netgear GS324 Switch 24p
Internet e Outros Equipamentos,,BKG8B350SGNZ6,Internet e Outros Equipamentos,112.50,Netgear GS305 Switch 5p
Internet e Outros Equipamentos,,D86ZCHHXA7HY7,Internet e Outros Equipamentos,"1,499.65",Cisco SG350-18 Switch 18p
Internet e Outros Equipamentos,,AI33993N4BFIY,Internet e Outros Equipamentos,"1,499.65",Cisco SG350-18 Switch 18p
Internet e Outros Equipamentos,,5PU5WH50JYOOK63RVWO,Internet e Outros Equipamentos,"2,123.75",TP-Link EAP670 Wi-Fi 6
Internet e Outros Equipamentos,,ZQXIWE6RGL7JY7OTKUD,Internet e Outros Equipamentos,"2,123.75",TP-Link EAP670 Wi-Fi 6
Internet e Outros Equipamentos,,E358TRE9QDI3G13IWPF,Internet e Outros Equipamentos,"2,123.75",TP-Link EAP670 Wi-Fi 6
Internet e Outros Equipamentos,,VB71GHLU8M87MHXOFKC,Internet e Outros Equipamentos,"1,798.75",TP-Link EAP670 Wi-Fi 6
Internet e Outros Equipamentos,,,Internet e Outros Equipamentos,"2,473.75",Cisco Aironet 1815i
Internet e Outros Equipamentos,,GGXP5CITUF8CYOTWG7N,Internet e Outros Equipamentos,"2,473.75",Cisco Aironet 1815i
Internet e Outros Equipamentos,,FDINU31EIWUCX67XKWQ,Internet e Outros Equipamentos,"2,473.75",Cisco Aironet 1815i
Internet e Outros Equipamentos,,0YWM9Q7FTMFWG895NA2,Internet e Outros Equipamentos,"2,473.75",Cisco Aironet 1815i
Internet e Outros Equipamentos,,FQZTIO4M7,Internet e Outros Equipamentos,"1,798.75",TP-Link EAP670 Wi-Fi 6
Internet e Outros Equipamentos,,PP0PNNLO0HHGH5XW6T1,Internet e Outros Equipamentos,"2,123.75",TP-Link EAP670 Wi-Fi 6
Internet e Outros Equipamentos,,OXHFDXK31WBHTFNSGPY,Internet e Outros Equipamentos,"2,123.75",TP-Link EAP670 Wi-Fi 6
Internet e Outros Equipamentos,,NYJ0UFO2HOQ5E7L7W05,Internet e Outros Equipamentos,"2,123.75",TP-Link EAP670 Wi-Fi 6
Internet e Outros Equipamentos,,Y2DA5B4L6HFH4N6V3RZ,Internet e Outros Equipamentos,"2,473.75",Cisco Aironet 1815i
Internet e Outros Equipamentos,,KDU6FOTWFTQ9Y69XF,Internet e Outros Equipamentos,"6,250.00",Mikrotik RB4011iGS+RM
Internet e Outros Equipamentos,,Q1ENNGAY37VG6,Internet e Outros Equipamentos,"1,499.65",Cisco SG350-18 Switch 18p
Internet e Outros Equipamentos,,88U595CEKOF92,Internet e Outros Equipamentos,"1,499.65",Cisco SG350-18 Switch 18p
Internet e Outros Equipamentos,,Y8LZ8CV2A6PG4,Internet e Outros Equipamentos,"1,499.65",Cisco SG350-18 Switch 18p
Internet e Outros Equipamentos,,GKS6R6BILQPB0,Internet e Outros Equipamentos,"1,499.65",Cisco SG350-18 Switch 18p
Internet e Outros Equipamentos,,1QCTE9W0AN6NB,Internet e Outros Equipamentos,"1,499.65",Netgear GS316 Switch 16p
Internet e Outros Equipamentos,,YZM242OM7ZTRJ,Internet e Outros Equipamentos,112.50,Netgear GS305 Switch 5p
Internet e Outros Equipamentos,,67DXLSE33DCNF,Internet e Outros Equipamentos,112.50,Netgear GS305 Switch 5p
Internet e Outros Equipamentos,,225AA35WFW5Q5,Internet e Outros Equipamentos,112.50,Netgear GS305 Switch 5p
Internet e Outros Equipamentos,,2DEZH0CD8A2IB,Internet e Outros Equipamentos,112.50,Netgear GS305 Switch 5p
Internet e Outros Equipamentos,,CLTRH9VGKY5CG,Internet e Outros Equipamentos,"1,499.65",Cisco SG350-18 Switch 18p
Internet e Outros Equipamentos,,AGHFT9ZZCGL9F,Internet e Outros Equipamentos,112.50,Netgear GS305 Switch 5p
Internet e Outros Equipamentos,,WVVSKP30TX8J1,Internet e Outros Equipamentos,112.50,Netgear GS305 Switch 5p
Internet e Outros Equipamentos,,CCM0W3C1ZA0DV,Internet e Outros Equipamentos,"1,499.65",Netgear GS316 Switch 16p
Internet e Outros Equipamentos,,6NYYCJ4Q0RR1L,Internet e Outros Equipamentos,"1,499.65",Netgear GS316 Switch 16p
Internet e Outros Equipamentos,,9GVBMQQ749Q6Q,Internet e Outros Equipamentos,"1,499.65",Netgear GS316 Switch 16p
Internet e Outros Equipamentos,,F1PAFL9WOA2XG,Internet e Outros Equipamentos,"1,499.65",Netgear GS316 Switch 16p
Internet e Outros Equipamentos,,VGDOFMAOK8TIR,Internet e Outros Equipamentos,"1,499.65",Netgear GS316 Switch 16p
Internet e Outros Equipamentos,,0P8F8C8CLRKI7,Internet e Outros Equipamentos,700.00,Netgear GS324 Switch 24p
Teclado (No Estoque),,2OALFWYPEEK0,Teclado,80.43,Microsoft Wired 600
Internet e Outros Equipamentos,,35N8CQPHLI5L,Internet e Outros Equipamentos,"1,499.65",Cisco SG350-18 Switch 18p
Internet e Outros Equipamentos,,692TULGELW8IV,Internet e Outros Equipamentos,"3,808.75",Cisco SG350-52 Switch 52p
Internet e Outros Equipamentos,,I3RQASD1WCRV6,Internet e Outros Equipamentos,"3,808.75",Cisco SG350-52 Switch 52p
Internet e Outros Equipamentos,,8JQ12JF4CIWL3,Internet e Outros Equipamentos,"3,861.25",Cisco SG350-52 Switch 52p
Monitor,,RFJL9VT3X8VE00H,Monitor,655.36,"AOC 24B2XH 23.8"" Full HD IPS 75Hz"
Internet e Outros Equipamentos,,2K2P3AJFAX1CQ,Internet e Outros Equipamentos,112.50,Netgear GS305 Switch 5p
Internet e Outros Equipamentos,,6FWTV1DJJZQFE,Internet e Outros Equipamentos,112.50,Netgear GS305 Switch 5p
Internet e Outros Equipamentos,,8E5TNLZTWXOL4BK,Internet e Outros Equipamentos,"2,883.32",HP LaserJet Pro MFP M148fdw
Livros,,UU5CZECCFS7I1,Livros,93.69,
Livros,,9MO1RTSXOF33Q,Livros,83.03,
Internet e Outros Equipamentos,,E6JIXUB4IBHIF5SL,Internet e Outros Equipamentos,793.25,
Internet e Outros Equipamentos,,1YA1RYZTBVHUAZ,Internet e Outros Equipamentos,540.91,
Livros,,UN6FHT60KUSFH,Livros,35.94,
